krop_id,image,cx,cy,area_px,area_cm2,weight_g,weight_class,lat,lon
287,orthomosaic_009.png,528.64,539.75,7244.23,452.76,406.69,medium,51.2505412,5.9504495
288,orthomosaic_009.png,308.68,181.18,2794.02,174.63,167.0,light,51.2505493,5.9504416
289,orthomosaic_009.png,478.11,128.77,5063.48,316.47,292.54,light,51.2505505,5.9504477
290,orthomosaic_009.png,345.28,355.6,3258.38,203.65,199.19,light,51.2505454,5.9504429
291,orthomosaic_009.png,303.56,213.68,12166.83,760.43,625.8,heavy,51.2505486,5.9504414
292,orthomosaic_009.png,165.3,198.58,3733.83,233.36,220.51,light,51.2505489,5.9504365
293,orthomosaic_009.png,483.35,273.24,3842.59,240.16,223.3,light,51.2505472,5.9504479
294,orthomosaic_009.png,251.9,518.56,14233.83,889.61,714.71,heavy,51.2505417,5.9504396
295,orthomosaic_009.png,582.77,379.68,7430.48,464.41,412.85,medium,51.2505448,5.9504515
296,orthomosaic_009.png,105.4,554.09,9203.59,575.22,496.33,medium,51.2505409,5.9504343
297,orthomosaic_009.png,382.24,123.08,6022.92,376.43,338.98,light,51.2505506,5.9504443
298,orthomosaic_009.png,172.64,572.12,12719.84,794.99,653.81,heavy,51.2505405,5.9504367
299,orthomosaic_009.png,131.8,158.96,9264.93,579.06,501.3,heavy,51.2505498,5.9504353
300,orthomosaic_009.png,491.56,107.57,12401.09,775.07,643.41,heavy,51.2505509,5.9504482
301,orthomosaic_010.png,358.94,50.22,7098.78,443.67,394.77,medium,51.2505522,5.950874
302,orthomosaic_010.png,149.15,120.19,3576.71,223.54,215.7,light,51.2505507,5.9508665
303,orthomosaic_010.png,260.41,205.66,12886.17,805.39,655.16,heavy,51.2505487,5.9508704
304,orthomosaic_010.png,55.24,486.57,3097.95,193.62,188.2,light,51.2505424,5.9508631
305,orthomosaic_010.png,293.3,327.4,10883.11,680.19,575.24,heavy,51.250546,5.9508716
306,orthomosaic_010.png,540.84,111.03,5359.9,334.99,308.48,light,51.2505509,5.9508805
307,orthomosaic_010.png,507.32,438.08,7999.08,499.94,438.95,medium,51.2505435,5.9508793
308,orthomosaic_010.png,496.57,413.12,7705.83,481.61,423.97,medium,51.2505441,5.9508789
309,orthomosaic_010.png,365.2,578.94,2151.61,134.48,133.84,light,51.2505404,5.9508742
310,orthomosaic_010.png,68.23,247.43,3026.71,189.17,182.54,light,51.2505478,5.9508636
311,orthomosaic_010.png,582.46,449.89,7068.01,441.75,391.01,medium,51.2505433,5.950882
312,orthomosaic_010.png,263.66,605.64,3748.86,234.3,224.32,light,51.2505398,5.9508706
313,orthomosaic_010.png,100.42,199.97,4531.16,283.2,267.55,light,51.2505489,5.9508647
314,orthomosaic_010.png,528.81,477.31,7924.52,495.28,436.85,medium,51.2505426,5.9508801
315,orthomosaic_010.png,264.92,75.27,6992.44,437.03,391.23,medium,51.2505517,5.9508706
316,orthomosaic_010.png,375.66,330.42,12180.67,761.29,629.74,heavy,51.2505459,5.9508746
317,orthomosaic_010.png,588.61,396.94,4684.55,292.78,269.01,light,51.2505444,5.9508822
318,orthomosaic_010.png,422.32,165.53,4924.04,307.75,286.9,light,51.2505496,5.9508763
319,orthomosaic_010.png,576.02,41.88,2550.46,159.4,156.84,light,51.2505524,5.9508818
320,orthomosaic_010.png,569.28,238.77,6740.5,421.28,378.16,medium,51.250548,5.9508815
321,orthomosaic_010.png,217.53,82.32,5661.94,353.87,326.43,light,51.2505515,5.9508689
322,orthomosaic_010.png,498.38,445.17,4357.68,272.36,258.98,light,51.2505434,5.950879
323,orthomosaic_010.png,395.12,373.66,11861.76,741.36,610.66,heavy,51.250545,5.9508753
324,orthomosaic_010.png,557.3,373.47,4964.73,310.3,290.72,light,51.250545,5.9508811
325,orthomosaic_010.png,505.73,277.88,8749.38,546.84,474.97,medium,51.2505471,5.9508793
326,orthomosaic_010.png,323.97,297.82,4397.44,274.84,257.39,light,51.2505467,5.9508727
327,orthomosaic_010.png,133.45,289.38,11772.68,735.79,611.14,heavy,51.2505469,5.9508659
328,orthomosaic_010.png,590.96,317.09,4561.35,285.08,267.48,light,51.2505462,5.9508823
329,orthomosaic_010.png,536.06,303.05,7839.7,489.98,433.97,medium,51.2505466,5.9508803
330,orthomosaic_010.png,162.72,231.78,9334.61,583.41,502.57,heavy,51.2505482,5.9508669
331,orthomosaic_011.png,292.55,178.4,3862.45,241.4,228.71,light,51.2505494,5.9513022
332,orthomosaic_011.png,560.81,153.27,12973.82,810.86,658.31,heavy,51.2505499,5.9513118
333,orthomosaic_011.png,65.47,248.47,4002.61,250.16,240.71,light,51.2505478,5.951294
334,orthomosaic_011.png,77.02,230.77,8689.91,543.12,470.91,medium,51.2505482,5.9512944
335,orthomosaic_011.png,534.06,427.17,6748.41,421.78,378.03,medium,51.2505438,5.9513108
336,orthomosaic_011.png,579.38,324.4,13357.32,834.83,679.88,heavy,51.2505461,5.9513124
337,orthomosaic_011.png,570.13,214.67,11819.5,738.72,610.2,heavy,51.2505485,5.9513121
338,orthomosaic_011.png,490.12,170.9,5115.47,319.72,296.97,light,51.2505495,5.9513092
339,orthomosaic_011.png,522.01,311.0,7298.78,456.17,401.82,medium,51.2505464,5.9513104
340,orthomosaic_011.png,374.49,411.3,9726.78,607.92,518.98,heavy,51.2505441,5.9513051
341,orthomosaic_011.png,182.88,505.27,9024.97,564.06,484.0,medium,51.250542,5.9512982
342,orthomosaic_011.png,244.59,357.3,6398.28,399.89,362.78,medium,51.2505453,5.9513004
343,orthomosaic_011.png,346.92,49.84,5632.91,352.06,327.2,light,51.2505522,5.9513041
344,orthomosaic_011.png,127.54,450.29,11953.22,747.08,612.8,heavy,51.2505432,5.9512962
345,orthomosaic_011.png,54.13,198.23,4389.97,274.37,259.54,light,51.2505489,5.9512936
346,orthomosaic_011.png,207.02,108.0,13850.53,865.66,700.3,heavy,51.2505509,5.9512991
347,orthomosaic_011.png,252.76,261.87,6791.04,424.44,378.03,medium,51.2505475,5.9513007
348,orthomosaic_011.png,306.57,409.66,12731.54,795.72,651.74,heavy,51.2505442,5.9513027
349,orthomosaic_011.png,374.57,133.95,7572.6,473.29,421.37,medium,51.2505504,5.9513051
350,orthomosaic_011.png,257.48,476.28,7302.1,456.38,407.31,medium,51.2505427,5.9513009
351,orthomosaic_011.png,209.31,356.82,11550.65,721.92,599.88,heavy,51.2505453,5.9512992
352,orthomosaic_011.png,58.73,254.51,3591.18,224.45,212.97,light,51.2505476,5.9512938
353,orthomosaic_011.png,246.02,543.05,6201.61,387.6,354.7,medium,51.2505412,5.9513005
354,orthomosaic_011.png,333.75,350.26,8677.46,542.34,469.47,medium,51.2505455,5.9513036
355,orthomosaic_011.png,440.77,347.75,7922.87,495.18,437.0,medium,51.2505455,5.9513075
356,orthomosaic_011.png,203.55,337.3,3121.35,195.08,192.32,light,51.2505458,5.951299
357,orthomosaic_011.png,225.88,371.94,7142.01,446.38,395.91,medium,51.250545,5.9512998
358,orthomosaic_011.png,68.43,179.49,6112.72,382.05,345.17,light,51.2505493,5.9512941
359,orthomosaic_011.png,149.87,473.59,11111.52,694.47,583.22,heavy,51.2505427,5.951297
360,orthomosaic_011.png,527.4,421.2,5341.59,333.85,309.25,light,51.2505439,5.9513106
361,orthomosaic_012.png,145.83,413.87,3263.68,203.98,195.38,light,51.2508136,5.9500052
362,orthomosaic_012.png,583.66,42.96,3317.95,207.37,197.18,light,51.2508219,5.9500209
363,orthomosaic_012.png,557.22,183.59,4351.5,271.97,255.95,light,51.2508187,5.95002
364,orthomosaic_012.png,65.5,228.25,8645.12,540.32,467.08,medium,51.2508177,5.9500024
365,orthomosaic_012.png,226.24,76.71,9143.88,571.49,491.12,medium,51.2508211,5.9500081
366,orthomosaic_012.png,151.21,273.97,2726.44,170.4,168.21,light,51.2508167,5.9500054
367,orthomosaic_012.png,154.86,331.5,6106.18,381.64,349.31,light,51.2508154,5.9500056
368,orthomosaic_012.png,543.4,519.73,5985.83,374.11,341.13,light,51.2508112,5.9500195
369,orthomosaic_012.png,306.18,306.22,8659.63,541.23,467.95,medium,51.250816,5.950011
370,orthomosaic_012.png,291.75,400.91,5318.77,332.42,306.71,light,51.2508138,5.9500105
371,orthomosaic_012.png,289.95,153.34,5945.86,371.62,339.74,light,51.2508194,5.9500104
372,orthomosaic_012.png,488.21,491.32,3718.42,232.4,224.09,light,51.2508118,5.9500175
373,orthomosaic_012.png,82.05,283.53,2450.13,153.13,151.61,light,51.2508165,5.9500029
374,orthomosaic_012.png,287.93,463.34,9215.92,575.99,496.55,medium,51.2508124,5.9500103
375,orthomosaic_012.png,497.02,567.54,11301.44,706.34,591.35,heavy,51.2508101,5.9500178
376,orthomosaic_012.png,243.17,299.12,5517.03,344.81,313.75,light,51.2508161,5.9500087
377,orthomosaic_012.png,188.71,489.03,6252.16,390.76,353.25,medium,51.2508119,5.9500068
378,orthomosaic_012.png,294.13,111.87,3154.84,197.18,190.55,light,51.2508203,5.9500106
379,orthomosaic_012.png,183.53,96.41,13304.3,831.52,676.33,heavy,51.2508207,5.9500066
380,orthomosaic_012.png,401.96,507.78,6808.35,425.52,382.76,medium,51.2508114,5.9500144
381,orthomosaic_012.png,195.15,498.97,3896.15,243.51,234.52,light,51.2508116,5.950007
382,orthomosaic_012.png,511.43,67.68,8146.23,509.14,442.82,medium,51.2508213,5.9500183
383,orthomosaic_012.png,596.71,163.19,5564.95,347.81,321.43,light,51.2508192,5.9500214
384,orthomosaic_012.png,516.93,165.59,13055.75,815.98,665.35,heavy,51.2508191,5.9500185
385,orthomosaic_012.png,430.99,202.74,6841.32,427.58,385.81,medium,51.2508183,5.9500155
386,orthomosaic_012.png,205.96,444.25,3428.12,214.26,205.43,light,51.2508129,5.9500074
387,orthomosaic_012.png,474.23,274.78,8940.46,558.78,483.47,medium,51.2508167,5.950017
388,orthomosaic_012.png,85.76,63.48,5189.62,324.35,300.58,light,51.2508214,5.9500031
389,orthomosaic_012.png,41.01,573.29,5142.7,321.42,297.44,light,51.25081,5.9500015
390,orthomosaic_012.png,507.76,411.87,8882.84,555.18,480.54,medium,51.2508136,5.9500182
391,orthomosaic_013.png,259.75,254.91,9812.49,613.28,519.15,heavy,51.2508171,5.9504399
392,orthomosaic_013.png,101.06,472.16,11989.4,749.34,619.45,heavy,51.2508122,5.9504342
393,orthomosaic_013.png,359.43,476.0,14143.58,883.97,708.66,heavy,51.2508122,5.9504434
394,orthomosaic_013.png,374.01,468.75,10374.85,648.43,549.67,heavy,51.2508123,5.950444
395,orthomosaic_013.png,211.6,297.89,10341.74,646.36,550.82,heavy,51.2508162,5.9504381
396,orthomosaic_013.png,126.56,182.72,6204.16,387.76,350.11,medium,51.2508187,5.9504351
397,orthomosaic_013.png,61.38,268.92,5433.21,339.58,312.12,light,51.2508168,5.9504328
398,orthomosaic_013.png,583.46,49.99,6175.8,385.99,352.32,medium,51.2508217,5.9504515
399,orthomosaic_013.png,106.09,372.5,11723.85,732.74,610.72,heavy,51.2508145,5.9504344
400,orthomosaic_013.png,409.74,164.76,8209.01,513.06,448.74,medium,51.2508192,5.9504453
401,orthomosaic_013.png,243.97,77.85,13117.47,819.84,669.22,heavy,51.2508211,5.9504393
402,orthomosaic_013.png,111.73,591.45,4983.18,311.45,293.64,light,51.2508096,5.9504346
403,orthomosaic_013.png,535.65,286.76,9122.09,570.13,490.33,medium,51.2508164,5.9504498
404,orthomosaic_013.png,177.54,382.06,6844.85,427.8,383.79,medium,51.2508143,5.9504369
405,orthomosaic_013.png,116.42,287.26,11660.81,728.8,603.08,heavy,51.2508164,5.9504347
406,orthomosaic_013.png,463.8,433.65,6111.97,382.0,351.98,medium,51.2508131,5.9504472
407,orthomosaic_013.png,445.63,565.1,4803.59,300.22,282.93,light,51.2508102,5.9504465
408,orthomosaic_013.png,184.27,89.83,7396.46,462.28,408.09,medium,51.2508208,5.9504372
409,orthomosaic_013.png,216.57,258.23,13743.81,858.99,695.61,heavy,51.2508171,5.9504383
410,orthomosaic_013.png,538.46,141.65,8103.81,506.49,445.31,medium,51.2508197,5.9504499
411,orthomosaic_013.png,246.37,511.92,13704.55,856.53,691.68,heavy,51.2508114,5.9504394
412,orthomosaic_013.png,364.52,434.25,8060.5,503.78,441.36,medium,51.2508131,5.9504436
413,orthomosaic_013.png,142.55,318.67,3290.7,205.67,193.82,light,51.2508157,5.9504357
414,orthomosaic_013.png,478.23,451.5,10225.95,639.12,539.28,heavy,51.2508127,5.9504477
415,orthomosaic_013.png,468.89,321.37,9766.29,610.39,519.97,heavy,51.2508156,5.9504474
416,orthomosaic_013.png,536.8,267.83,6099.38,381.21,347.67,light,51.2508168,5.9504498
417,orthomosaic_013.png,360.96,197.84,5285.64,330.35,304.17,light,51.2508184,5.9504435
418,orthomosaic_013.png,234.88,437.39,3040.21,190.01,183.38,light,51.250813,5.950439
419,orthomosaic_013.png,129.81,110.05,5247.87,327.99,304.8,light,51.2508204,5.9504352
420,orthomosaic_013.png,327.18,521.47,4645.65,290.35,272.2,light,51.2508111,5.9504423
421,orthomosaic_014.png,169.45,177.32,12080.94,755.06,622.44,heavy,51.2508189,5.9508672
422,orthomosaic_014.png,203.74,431.65,3965.53,247.85,239.53,light,51.2508132,5.9508684
423,orthomosaic_014.png,247.1,278.64,11454.83,715.93,593.6,heavy,51.2508166,5.95087
424,orthomosaic_014.png,395.94,506.7,6508.83,406.8,365.84,medium,51.2508115,5.9508753
425,orthomosaic_014.png,160.32,380.02,6329.21,395.58,360.77,medium,51.2508143,5.9508669
426,orthomosaic_014.png,516.8,85.09,3979.87,248.74,238.14,light,51.2508209,5.9508796
427,orthomosaic_014.png,241.01,244.22,8911.53,556.97,481.44,medium,51.2508174,5.9508698
428,orthomosaic_014.png,335.14,147.57,12618.3,788.64,647.23,heavy,51.2508195,5.9508731
429,orthomosaic_014.png,168.76,392.6,9274.87,579.68,497.3,medium,51.250814,5.9508672
430,orthomosaic_014.png,137.09,315.25,11713.78,732.11,606.05,heavy,51.2508158,5.950866
431,orthomosaic_014.png,173.9,134.26,8125.1,507.82,448.91,medium,51.2508198,5.9508673
432,orthomosaic_014.png,430.17,398.67,5259.39,328.71,304.59,light,51.2508139,5.9508765
433,orthomosaic_014.png,458.6,424.1,3452.34,215.77,205.38,light,51.2508133,5.9508776
434,orthomosaic_014.png,602.7,574.66,2546.43,159.15,152.75,light,51.2508099,5.9508827
435,orthomosaic_014.png,182.7,553.05,8586.7,536.67,465.58,medium,51.2508104,5.9508677
436,orthomosaic_014.png,33.67,519.57,3226.69,201.67,198.44,light,51.2508112,5.9508623
437,orthomosaic_014.png,509.13,275.98,11242.15,702.63,589.86,heavy,51.2508167,5.9508794
438,orthomosaic_014.png,229.4,195.98,11115.33,694.71,581.44,heavy,51.2508185,5.9508693
439,orthomosaic_014.png,398.56,373.13,2384.39,149.02,148.16,light,51.2508145,5.9508754
440,orthomosaic_014.png,195.65,92.69,8750.26,546.89,472.42,medium,51.2508208,5.9508681
441,orthomosaic_014.png,476.5,516.69,3219.58,201.22,195.74,light,51.2508112,5.9508782
442,orthomosaic_014.png,442.85,224.74,9739.38,608.71,517.9,heavy,51.2508178,5.950877
443,orthomosaic_014.png,76.98,483.42,12481.1,780.07,646.37,heavy,51.250812,5.9508639
444,orthomosaic_014.png,179.05,451.35,11355.32,709.71,591.31,heavy,51.2508127,5.9508675
445,orthomosaic_014.png,163.27,464.08,5613.38,350.84,324.12,light,51.2508124,5.950867
446,orthomosaic_014.png,184.65,425.44,3451.75,215.73,208.73,light,51.2508133,5.9508677
447,orthomosaic_014.png,280.65,285.45,15273.32,954.58,760.49,heavy,51.2508164,5.9508712
448,orthomosaic_014.png,568.59,397.57,7115.86,444.74,396.98,medium,51.2508139,5.9508815
449,orthomosaic_014.png,334.91,193.19,7086.12,442.88,397.37,medium,51.2508185,5.9508731
450,orthomosaic_014.png,114.92,246.95,4777.21,298.58,286.93,light,51.2508173,5.9508652
451,orthomosaic_015.png,229.78,128.01,7727.35,482.96,427.39,medium,51.25082,5.9512999
452,orthomosaic_015.png,247.98,211.17,3139.29,196.21,189.54,light,51.2508181,5.9513006
453,orthomosaic_015.png,510.18,298.43,3484.0,217.75,208.6,light,51.2508162,5.95131
454,orthomosaic_015.png,132.45,570.39,7313.02,457.06,402.11,medium,51.25081,5.9512964
455,orthomosaic_015.png,93.87,155.82,5275.56,329.72,304.5,light,51.2508194,5.951295
456,orthomosaic_015.png,552.63,370.4,8941.34,558.83,482.75,medium,51.2508145,5.9513115
457,orthomosaic_015.png,264.66,184.11,8918.18,557.39,480.41,medium,51.2508187,5.9513012
458,orthomosaic_015.png,496.11,583.13,2442.7,152.67,148.47,light,51.2508098,5.9513095
459,orthomosaic_015.png,355.21,72.7,6001.74,375.11,342.58,light,51.2508212,5.9513044
460,orthomosaic_015.png,302.31,68.35,6576.42,411.03,368.1,medium,51.2508213,5.9513025
461,orthomosaic_015.png,213.45,50.94,3382.77,211.42,204.98,light,51.2508217,5.9512993
462,orthomosaic_015.png,237.4,285.13,7551.0,471.94,412.7,medium,51.2508164,5.9513002
463,orthomosaic_015.png,87.56,90.03,6253.45,390.84,357.65,medium,51.2508208,5.9512948
464,orthomosaic_015.png,241.77,474.36,11724.08,732.75,607.73,heavy,51.2508122,5.9513003
465,orthomosaic_015.png,526.8,338.51,10397.98,649.87,551.34,heavy,51.2508153,5.9513106
466,orthomosaic_015.png,430.86,231.88,12779.76,798.73,653.12,heavy,51.2508176,5.9513071
467,orthomosaic_015.png,408.39,575.08,4255.01,265.94,250.0,light,51.2508099,5.9513063
468,orthomosaic_015.png,308.1,352.89,6849.14,428.07,384.45,medium,51.2508149,5.9513027
469,orthomosaic_015.png,505.67,540.13,2810.93,175.68,172.7,light,51.2508107,5.9513098
470,orthomosaic_015.png,281.84,78.43,7726.73,482.92,425.93,medium,51.2508211,5.9513018
471,orthomosaic_015.png,525.1,475.47,3401.8,212.61,203.52,light,51.2508122,5.9513105
472,orthomosaic_015.png,316.55,578.59,5489.86,343.12,311.9,light,51.2508099,5.951303
473,orthomosaic_015.png,424.36,203.0,8417.51,526.09,457.81,medium,51.2508183,5.9513069
474,orthomosaic_015.png,362.29,60.98,10877.11,679.82,568.41,heavy,51.2508215,5.9513047
475,orthomosaic_015.png,192.83,294.21,12246.4,765.4,634.21,heavy,51.2508162,5.9512986
476,orthomosaic_015.png,577.77,240.15,6546.92,409.18,372.75,medium,51.2508175,5.9513124
477,orthomosaic_015.png,195.0,313.32,3236.85,202.3,193.74,light,51.2508158,5.9512987
478,orthomosaic_015.png,322.13,354.2,12679.24,792.45,648.47,heavy,51.2508149,5.9513032
479,orthomosaic_015.png,329.36,544.32,5094.27,318.39,292.85,light,51.2508106,5.9513035
480,orthomosaic_015.png,547.52,88.5,5440.29,340.02,314.14,light,51.2508209,5.9513113
